time_s,centerline_distance_m,full_cylinder_worst_distance_m,centerline_projection_lambda,missile_cloud_distance_m
6.83066667,14.94559540,15.29571079,0.0429632512,775.68062120
6.83460000,14.92905658,15.27863429,0.0429007542,774.50175870
6.83853333,14.91251775,15.26155771,0.0428382491,773.32289626
6.84246667,14.89597891,15.24448105,0.0427757357,772.14403390
6.84640000,14.87944008,15.22740430,0.0427132143,770.96517160
6.85033333,14.86290124,15.21032748,0.0426506846,769.78630936
6.85426667,14.84636241,15.19325059,0.0425881468,768.60744720
6.85820000,14.82982359,15.17617362,0.0425256008,767.42858510
6.86213333,14.81328479,15.15909660,0.0424630466,766.24972307
6.86606667,14.79674601,15.14201951,0.0424004842,765.07086112
6.87000000,14.78020724,15.12494237,0.0423379136,763.89199922
6.87393333,14.76366850,15.10786518,0.0422753349,762.71313740
6.87786667,14.74712980,15.09078794,0.0422127479,761.53427565
6.88180000,14.73059113,15.07371065,0.0421501528,760.35541397
6.88573333,14.71405249,15.05663338,0.0420875495,759.17655236
6.88966667,14.69751390,15.03955607,0.0420249380,757.99769082
6.89360000,14.68097535,15.02247873,0.0419623183,756.81882935
6.89753333,14.66443686,15.00540137,0.0418996904,755.63996795
6.90146667,14.64789842,14.98832398,0.0418370544,754.46110663
6.90540000,14.63136003,14.97124657,0.0417744101,753.28224537
6.90933333,14.61482171,14.95416914,0.0417117576,752.10338419
6.91326667,14.59828346,14.93709170,0.0416490969,750.92452308
6.91720000,14.58174528,14.92001426,0.0415864280,749.74566204
6.92113333,14.56520717,14.90293681,0.0415237509,748.56680108
6.92506667,14.54866914,14.88585937,0.0414610657,747.38794019
6.92900000,14.53213120,14.86878193,0.0413983722,746.20907938
6.93293333,14.51559334,14.85170450,0.0413356704,745.03021864
6.93686667,14.49905558,14.83462708,0.0412729605,743.85135797
6.94080000,14.48251791,14.81754968,0.0412102424,742.67249738
6.94473333,14.46598035,14.80047231,0.0411475160,741.49363686
6.94866667,14.44944289,14.78339496,0.0410847815,740.31477642
6.95260000,14.43290554,14.76631764,0.0410220387,739.13591606
6.95653333,14.41636830,14.74924036,0.0409592877,737.95705577
6.96046667,14.39983118,14.73216312,0.0408965285,736.77819556
6.96440000,14.38329419,14.71508593,0.0408337610,735.59933543
6.96833333,14.36675732,14.69800878,0.0407709854,734.42047538
6.97226667,14.35022058,14.68093169,0.0407082015,733.24161540
6.97620000,14.33368398,14.66385466,0.0406454094,732.06275550
6.98013333,14.31714753,14.64677769,0.0405826090,730.88389568
6.98406667,14.30061121,14.62970079,0.0405198005,729.70503594
6.98800000,14.28407505,14.61262396,0.0404569836,728.52617628
6.99193333,14.26753904,14.59554720,0.0403941586,727.34731670
6.99586667,14.25100319,14.57847053,0.0403313253,726.16845720
6.99980000,14.23446751,14.56139394,0.0402684838,724.98959778
7.00373333,14.21793199,14.54431745,0.0402056341,723.81073844
7.00766667,14.20139665,14.52724105,0.0401427761,722.63187918
7.01160000,14.18486148,14.51016475,0.0400799099,721.45302001
7.01553333,14.16832650,14.49308855,0.0400170354,720.27416091
7.01946667,14.15179170,14.47601247,0.0399541527,719.09530190
7.02340000,14.13525710,14.45893650,0.0398912617,717.91644298
7.02733333,14.11872269,14.44186064,0.0398283625,716.73758413
7.03126667,14.10218849,14.42478492,0.0397654550,715.55872537
7.03520000,14.08565449,14.40770932,0.0397025393,714.37986670
7.03913333,14.06912070,14.39063385,0.0396396154,713.20100811
7.04306667,14.05258714,14.37355853,0.0395766831,712.02214960
7.04700000,14.03605379,14.35648334,0.0395137427,710.84329118
7.05093333,14.01952067,14.33940831,0.0394507939,709.66443285
7.05486667,14.00298778,14.32233343,0.0393878369,708.48557460
7.05880000,13.98645512,14.30525871,0.0393248717,707.30671645
7.06273333,13.96992271,14.28818415,0.0392618982,706.12785837
7.06666667,13.95339054,14.27110977,0.0391989164,704.94900039
7.07060000,13.93685863,14.25403555,0.0391359264,703.77014249
7.07453333,13.92032697,14.23696152,0.0390729280,702.59128468
7.07846667,13.90379558,14.21988767,0.0390099215,701.41242697
7.08240000,13.88726445,14.20281401,0.0389469066,700.23356934
7.08633333,13.87073359,14.18574054,0.0388838835,699.05471180
7.09026667,13.85420301,14.16866728,0.0388208521,697.87585435
7.09420000,13.83767271,14.15159422,0.0387578124,696.69699699
7.09813333,13.82114270,14.13452141,0.0386947645,695.51813973
7.10206667,13.80461299,14.11744884,0.0386317082,694.33928255
7.10600000,13.78808357,14.10037649,0.0385686437,693.16042547
7.10993333,13.77155446,14.08330436,0.0385055709,691.98156848
7.11386667,13.75502565,14.06623247,0.0384424899,690.80271159
7.11780000,13.73849716,14.04916081,0.0383794005,689.62385478
7.12173333,13.72196899,14.03208940,0.0383163029,688.44499808
7.12566667,13.70544115,14.01501823,0.0382531969,687.26614146
7.12960000,13.68891364,13.99794732,0.0381900827,686.08728495
7.13353333,13.67238646,13.98087667,0.0381269602,684.90842852
7.13746667,13.65585963,13.96380628,0.0380638294,683.72957220
7.14140000,13.63933314,13.94673617,0.0380006903,682.55071597
7.14533333,13.62280701,13.92966633,0.0379375429,681.37185984
7.14926667,13.60628123,13.91259677,0.0378743872,680.19300380
7.15320000,13.58975582,13.89552750,0.0378112232,679.01414787
7.15713333,13.57323078,13.87845852,0.0377480509,677.83529203
7.16106667,13.55670612,13.86138985,0.0376848702,676.65643629
7.16500000,13.54018183,13.84432147,0.0376216813,675.47758066
7.16893333,13.52365794,13.82725341,0.0375584841,674.29872512
7.17286667,13.50713444,13.81018567,0.0374952786,673.11986968
7.17680000,13.49061133,13.79311825,0.0374320648,671.94101435
7.18073333,13.47408864,13.77605115,0.0373688426,670.76215911
7.18466667,13.45756635,13.75898439,0.0373056122,669.58330398
7.18860000,13.44104448,13.74191797,0.0372423734,668.40444896
7.19253333,13.42452303,13.72485190,0.0371791263,667.22559403
7.19646667,13.40800201,13.70778618,0.0371158709,666.04673921
7.20040000,13.39148143,13.69072082,0.0370526072,664.86788450
7.20433333,13.37496129,13.67365582,0.0369893351,663.68902989
7.20826667,13.35844159,13.65659119,0.0369260547,662.51017538
7.21220000,13.34192235,13.63952694,0.0368627660,661.33132098
7.21613333,13.32540356,13.62246308,0.0367994690,660.15246669
7.22006667,13.30888524,13.60539960,0.0367361637,658.97361251
7.22400000,13.29236739,13.58833652,0.0366728500,657.79475843
7.22793333,13.27585003,13.57127384,0.0366095280,656.61590446
7.23186667,13.25933314,13.55421157,0.0365461976,655.43705061
7.23580000,13.24281674,13.53714971,0.0364828590,654.25819686
7.23973333,13.22630085,13.52008827,0.0364195119,653.07934322
7.24366667,13.20978545,13.50302726,0.0363561566,651.90048969
7.24760000,13.19327057,13.48596669,0.0362927929,650.72163628
7.25153333,13.17675620,13.46890655,0.0362294209,649.54278298
7.25546667,13.16024235,13.45184686,0.0361660405,648.36392979
7.25940000,13.14372903,13.43478763,0.0361026518,647.18507671
7.26333333,13.12721625,13.41772885,0.0360392547,646.00622375
7.26726667,13.11070401,13.40067054,0.0359758493,644.82737090
7.27120000,13.09419231,13.38361271,0.0359124355,643.64851817
7.27513333,13.07768118,13.36655537,0.0358490134,642.46966555
7.27906667,13.06117060,13.34949857,0.0357855829,641.29081305
7.28300000,13.04466060,13.33244226,0.0357221441,640.11196067
7.28693333,13.02815117,13.31538645,0.0356586970,638.93310840
7.29086667,13.01164232,13.29833115,0.0355952414,637.75425625
7.29480000,12.99513406,13.28127636,0.0355317775,636.57540423
7.29873333,12.97862640,13.26422209,0.0354683053,635.39655232
7.30266667,12.96211934,13.24716835,0.0354048247,634.21770053
7.30660000,12.94561289,13.23011515,0.0353413357,633.03884887
7.31053333,12.92910705,13.21306249,0.0352778383,631.85999732
7.31446667,12.91260185,13.19601037,0.0352143326,630.68114590
7.31840000,12.89609727,13.17895882,0.0351508185,629.50229460
7.32233333,12.87959333,13.16190782,0.0350872961,628.32344343
7.32626667,12.86309003,13.14485740,0.0350237653,627.14459238
7.33020000,12.84658739,13.12780755,0.0349602261,625.96574146
7.33413333,12.83008541,13.11075829,0.0348966785,624.78689066
7.33806667,12.81358409,13.09370963,0.0348331225,623.60803999
7.34200000,12.79708345,13.07666156,0.0347695582,622.42918944
7.34593333,12.78058349,13.05961410,0.0347059855,621.25033903
7.34986667,12.76408422,13.04256726,0.0346424044,620.07148874
7.35380000,12.74758564,13.02552103,0.0345788149,618.89263858
7.35773333,12.73108777,13.00847544,0.0345152171,617.71378856
7.36166667,12.71459061,12.99143048,0.0344516108,616.53493866
7.36560000,12.69809417,12.97438617,0.0343879962,615.35608890
7.36953333,12.68159845,12.95734251,0.0343243731,614.17723927
7.37346667,12.66510347,12.94029952,0.0342607417,612.99838977
7.37740000,12.64860923,12.92325719,0.0341971019,611.81954041
7.38133333,12.63211574,12.90621553,0.0341334537,610.64069118
7.38526667,12.61562300,12.88917456,0.0340697971,609.46184209
7.38920000,12.59913103,12.87213428,0.0340061321,608.28299313
7.39313333,12.58263984,12.85509470,0.0339424587,607.10414431
7.39706667,12.56614942,12.83805583,0.0338787769,605.92529563
7.40100000,12.54965979,12.82101767,0.0338150866,604.74644709
7.40493333,12.53317096,12.80398024,0.0337513880,603.56759869
7.40886667,12.51668293,12.78694354,0.0336876810,602.38875043
7.41280000,12.50019572,12.76990757,0.0336239656,601.20990231
7.41673333,12.48370932,12.75287236,0.0335602417,600.03105434
7.42066667,12.46722375,12.73583790,0.0334965095,598.85220650
7.42460000,12.45073902,12.71880421,0.0334327688,597.67335881
7.42853333,12.43425514,12.70177132,0.0333690197,596.49451127
7.43246667,12.41777211,12.68473925,0.0333052622,595.31566387
7.43640000,12.40128994,12.66770797,0.0332414963,594.13681662
7.44033333,12.38480864,12.65067748,0.0331777219,592.95796951
7.44426667,12.36832822,12.63364780,0.0331139392,591.77912255
7.44820000,12.35184868,12.61661893,0.0330501480,590.60027574
7.45213333,12.33537004,12.59959089,0.0329863483,589.42142909
7.45606667,12.31889230,12.58256368,0.0329225403,588.24258258
7.46000000,12.30241548,12.56553731,0.0328587238,587.06373623
7.46393333,12.28593957,12.54851179,0.0327948989,585.88489002
7.46786667,12.26946460,12.53148713,0.0327310656,584.70604398
7.47180000,12.25299056,12.51446334,0.0326672238,583.52719808
7.47573333,12.23651748,12.49744042,0.0326033736,582.34835234
7.47966667,12.22004534,12.48041839,0.0325395150,581.16950676
7.48360000,12.20357418,12.46339725,0.0324756479,579.99066134
7.48753333,12.18710398,12.44637701,0.0324117724,578.81181607
7.49146667,12.17063477,12.42935769,0.0323478884,577.63297097
7.49540000,12.15416655,12.41233928,0.0322839960,576.45412602
7.49933333,12.13769933,12.39532181,0.0322200952,575.27528124
7.50326667,12.12123313,12.37830528,0.0321561859,574.09643661
7.50720000,12.10476794,12.36128969,0.0320922681,572.91759216
7.51113333,12.08830378,12.34427507,0.0320283419,571.73874786
7.51506667,12.07184065,12.32726141,0.0319644073,570.55990373
7.51900000,12.05537858,12.31024873,0.0319004641,569.38105977
7.52293333,12.03891756,12.29323704,0.0318365126,568.20221598
7.52686667,12.02245760,12.27622634,0.0317725526,567.02337235
7.53080000,12.00599873,12.25921665,0.0317085841,565.84452889
7.53473333,11.98954093,12.24220797,0.0316446071,564.66568561
7.53866667,11.97308423,12.22520032,0.0315806217,563.48684249
7.54260000,11.95662864,12.20819370,0.0315166279,562.30799955
7.54653333,11.94017416,12.19118813,0.0314526256,561.12915679
7.55046667,11.92372080,12.17418362,0.0313886148,559.95031419
7.55440000,11.90726858,12.15718017,0.0313245955,558.77147178
7.55833333,11.89081750,12.14017780,0.0312605677,557.59262954
7.56226667,11.87436757,12.12317658,0.0311965315,556.41378748
7.56620000,11.85791881,12.10617646,0.0311324869,555.23494560
7.57013333,11.84147122,12.08917744,0.0310684337,554.05610390
7.57406667,11.82502482,12.07217954,0.0310043721,552.87726238
7.57800000,11.80857960,12.05518276,0.0309403019,551.69842104
7.58193333,11.79213560,12.03818712,0.0308762233,550.51957989
7.58586667,11.77569280,12.02119263,0.0308121363,549.34073892
7.58980000,11.75925123,12.00419929,0.0307480407,548.16189814
7.59373333,11.74281090,11.98720713,0.0306839366,546.98305755
7.59766667,11.72637181,11.97021614,0.0306198241,545.80421715
7.60160000,11.70993398,11.95322634,0.0305557031,544.62537693
7.60553333,11.69349741,11.93623774,0.0304915736,543.44653691
7.60946667,11.67706212,11.91925035,0.0304274355,542.26769708
7.61340000,11.66062812,11.90226418,0.0303632890,541.08885745
7.61733333,11.64419542,11.88527924,0.0302991340,539.91001801
7.62126667,11.62776403,11.86829555,0.0302349705,538.73117877
7.62520000,11.61133396,11.85131311,0.0301707985,537.55233972
7.62913333,11.59490522,11.83433194,0.0301066180,536.37350087
7.63306667,11.57847782,11.81735205,0.0300424290,535.19466223
7.63700000,11.56205177,11.80037344,0.0299782315,534.01582378
7.64093333,11.54562709,11.78339613,0.0299140255,532.83698554
7.64486667,11.52920379,11.76642014,0.0298498110,531.65814750
7.64880000,11.51278187,11.74944546,0.0297855880,530.47930967
7.65273333,11.49636136,11.73247212,0.0297213564,529.30047205
7.65666667,11.47994225,11.71550013,0.0296571164,528.12163463
7.66060000,11.46352456,11.69852949,0.0295928678,526.94279743
7.66453333,11.44710831,11.68156023,0.0295286107,525.76396043
7.66846667,11.43069350,11.66459234,0.0294643451,524.58512365
7.67240000,11.41428015,11.64762585,0.0294000710,523.40628708
7.67633333,11.39786827,11.63066082,0.0293357883,522.22745073
7.68026667,11.38145786,11.61369723,0.0292714972,521.04861459
7.68420000,11.36504895,11.59673506,0.0292071975,519.86977868
7.68813333,11.34864154,11.57977433,0.0291428893,518.69094298
7.69206667,11.33223565,11.56281506,0.0290785725,517.51210751
7.69600000,11.31583129,11.54585725,0.0290142472,516.33327225
7.69993333,11.29942846,11.52890092,0.0289499134,515.15443723
7.70386667,11.28302719,11.51194608,0.0288855711,513.97560243
7.70780000,11.26662749,11.49499275,0.0288212202,512.79676785
7.71173333,11.25022936,11.47804092,0.0287568608,511.61793351
7.71566667,11.23383282,11.46109063,0.0286924929,510.43909940
7.71960000,11.21743788,11.44414188,0.0286281164,509.26026552
7.72353333,11.20104456,11.42719468,0.0285637313,508.08143187
7.72746667,11.18465286,11.41024905,0.0284993378,506.90259846
7.73140000,11.16826281,11.39330500,0.0284349356,505.72376528
7.73533333,11.15187441,11.37636254,0.0283705250,504.54493235
7.73926667,11.13548768,11.35942169,0.0283061057,503.36609966
7.74320000,11.11910262,11.34248246,0.0282416780,502.18726721
7.74713333,11.10271926,11.32554486,0.0281772417,501.00843500
7.75106667,11.08633760,11.30860891,0.0281127968,499.82960304
7.75500000,11.06995766,11.29167461,0.0280483434,498.65077132
7.75893333,11.05357945,11.27474199,0.0279838814,497.47193986
7.76286667,11.03720299,11.25781106,0.0279194108,496.29310865
7.76680000,11.02082829,11.24088183,0.0278549317,495.11427769
7.77073333,11.00445536,11.22395431,0.0277904441,493.93544698
7.77466667,10.98808422,11.20702853,0.0277259478,492.75661653
7.77860000,10.97171487,11.19010456,0.0276614430,491.57778634
7.78253333,10.95534734,11.17318235,0.0275969297,490.39895641
7.78646667,10.93898164,11.15626191,0.0275324077,489.22012674
7.79040000,10.92261778,11.13934325,0.0274678772,488.04129734
7.79433333,10.90625578,11.12242639,0.0274033381,486.86246820
7.79826667,10.88989564,11.10551135,0.0273387905,485.68363933
7.80220000,10.87353739,11.08859813,0.0272742343,484.50481073
7.80613333,10.85718104,11.07168676,0.0272096695,483.32598240
7.81006667,10.84082660,11.05477725,0.0271450961,482.14715435
7.81400000,10.82447409,11.03786961,0.0270805141,480.96832657
7.81793333,10.80812352,11.02096385,0.0270159236,479.78949907
7.82186667,10.79177491,11.00406000,0.0269513244,478.61067185
7.82580000,10.77542827,10.98715806,0.0268867167,477.43184491
7.82973333,10.75908361,10.97025806,0.0268221004,476.25301825
7.83366667,10.74274096,10.95336000,0.0267574755,475.07419189
7.83760000,10.72640032,10.93646391,0.0266928420,473.89536581
7.84153333,10.71006171,10.91956980,0.0266282000,472.71654002
7.84546667,10.69372515,10.90267768,0.0265635493,471.53771452
7.84940000,10.67739066,10.88578757,0.0264988900,470.35888932
7.85333333,10.66105824,10.86889949,0.0264342222,469.18006441
7.85726667,10.64472791,10.85201344,0.0263695457,468.00123981
7.86120000,10.62839970,10.83512946,0.0263048606,466.82241550
7.86513333,10.61207360,10.81824756,0.0262401669,465.64359150
7.86906667,10.59574965,10.80136782,0.0261754647,464.46476781
7.87300000,10.57942786,10.78449019,0.0261107538,463.28594443
7.87693333,10.56310823,10.76761468,0.0260460343,462.10712135
7.88086667,10.54679080,10.75074131,0.0259813062,460.92829859
7.88480000,10.53047556,10.73387009,0.0259165695,459.74947615
7.88873333,10.51416256,10.71700105,0.0258518241,458.57065402
7.89266667,10.49785178,10.70013419,0.0257870702,457.39183221
7.89660000,10.48154326,10.68326954,0.0257223076,456.21301073
7.90053333,10.46523702,10.66640711,0.0256575365,455.03418957
7.90446667,10.44893305,10.64954692,0.0255927567,453.85536874
7.90840000,10.43263140,10.63268899,0.0255279682,452.67654824
7.91233333,10.41633206,10.61583333,0.0254631712,451.49772808
7.91626667,10.40003507,10.59897997,0.0253983655,450.31890825
7.92020000,10.38374042,10.58212891,0.0253335512,449.14008876
7.92413333,10.36744815,10.56528018,0.0252687283,447.96126961
7.92806667,10.35115827,10.54843380,0.0252038968,446.78245080
7.93200000,10.33487080,10.53158978,0.0251390566,445.60363234
7.93593333,10.31858575,10.51474814,0.0250742077,444.42481423
7.93986667,10.30230315,10.49790890,0.0250093503,443.24599648
7.94380000,10.28602301,10.48107207,0.0249444842,442.06717907
7.94773333,10.26974534,10.46423774,0.0248796094,440.88836203
7.95166667,10.25347017,10.44740589,0.0248147261,439.70954535
7.95560000,10.23719752,10.43057651,0.0247498340,438.53072903
7.95953333,10.22092740,10.41374963,0.0246849334,437.35191307
7.96346667,10.20465983,10.39692525,0.0246200241,436.17309749
7.96740000,10.18839483,10.38010340,0.0245551061,434.99428228
7.97133333,10.17213242,10.36328410,0.0244901795,433.81546744
7.97526667,10.15587262,10.34646737,0.0244252442,432.63665299
7.97920000,10.13961544,10.32965323,0.0243603003,431.45783891
7.98313333,10.12336091,10.31284169,0.0242953478,430.27902522
7.98706667,10.10710904,10.29603277,0.0242303865,429.10021192
7.99100000,10.09085986,10.27922651,0.0241654166,427.92139901
7.99493333,10.07461338,10.26242291,0.0241004381,426.74258649
7.99886667,10.05836962,10.24562199,0.0240354509,425.56377438
8.00280000,10.04212861,10.22882378,0.0239704550,424.38496266
8.00673333,10.02589035,10.21202829,0.0239054505,423.20615135
8.01066667,10.00965488,10.19523555,0.0238404373,422.02734044
8.01460000,9.99342222,10.17844558,0.0237754154,420.84852995
8.01853333,9.97719237,10.16165841,0.0237103849,419.66971987
8.02246667,9.96096536,10.14487412,0.0236453457,418.49091021
8.02640000,9.94474122,10.12809266,0.0235802978,417.31210097
8.03033333,9.92851996,10.11131405,0.0235152412,416.13329216
8.03426667,9.91230161,10.09453832,0.0234501760,414.95448378
8.03820000,9.89608618,10.07776547,0.0233851020,413.77567583
8.04213333,9.87987370,10.06099554,0.0233200194,412.59686831
8.04606667,9.86366418,10.04422854,0.0232549282,411.41806124
8.05000000,9.84745765,10.02746451,0.0231898282,410.23925461
8.05393333,9.83125413,10.01070345,0.0231247195,409.06044843
8.05786667,9.81505365,9.99394539,0.0230596022,407.88164270
8.06180000,9.79885621,9.97719036,0.0229944762,406.70283742
8.06573333,9.78266185,9.96043837,0.0229293414,405.52403261
8.06966667,9.76647059,9.94368945,0.0228641980,404.34522825
8.07360000,9.75028244,9.92694362,0.0227990459,403.16642437
8.07753333,9.73409744,9.91020091,0.0227338851,401.98762096
8.08146667,9.71791559,9.89346134,0.0226687156,400.80881802
8.08540000,9.70173694,9.87672497,0.0226035374,399.63001556
8.08933333,9.68556149,9.85999183,0.0225383505,398.45121359
8.09326667,9.66938927,9.84326189,0.0224731549,397.27241211
8.09720000,9.65322031,9.82653519,0.0224079506,396.09361112
8.10113333,9.63705463,9.80981174,0.0223427375,394.91481063
8.10506667,9.62089224,9.79309158,0.0222775158,393.73601064
8.10900000,9.60473318,9.77637471,0.0222122854,392.55721115
8.11293333,9.58857747,9.75966117,0.0221470462,391.37841218
8.11686667,9.57242513,9.74295098,0.0220817983,390.19961373
8.12080000,9.55627618,9.72624417,0.0220165418,389.02081579
8.12473333,9.54013066,9.70954076,0.0219512765,387.84201838
8.12866667,9.52398858,9.69284077,0.0218860024,386.66322150
8.13260000,9.50784996,9.67614424,0.0218207197,385.48442515
8.13653333,9.49171484,9.65945118,0.0217554282,384.30562934
8.14046667,9.47558324,9.64276162,0.0216901280,383.12683408
8.14440000,9.45945517,9.62607561,0.0216248191,381.94803937
8.14833333,9.44333068,9.60939323,0.0215595015,380.76924521
8.15226667,9.42720978,9.59271442,0.0214941751,379.59045162
8.15620000,9.41109249,9.57603922,0.0214288400,378.41165858
8.16013333,9.39497886,9.55936766,0.0213634962,377.23286612
8.16406667,9.37886889,9.54269975,0.0212981436,376.05407424
8.16800000,9.36276261,9.52603552,0.0212327823,374.87528293
8.17193333,9.34666006,9.50937501,0.0211674122,373.69649222
8.17586667,9.33056125,9.49271823,0.0211020334,372.51770209
8.17980000,9.31446622,9.47606522,0.0210366459,371.33891257
8.18373333,9.29837499,9.45941601,0.0209712496,370.16012364
8.18766667,9.28228759,9.44277061,0.0209058446,368.98133533
8.19160000,9.26620404,9.42612906,0.0208404308,367.80254763
8.19553333,9.25012438,9.40949140,0.0207750083,366.62376056
8.19946667,9.23404862,9.39285766,0.0207095771,365.44497411
8.20340000,9.21797681,9.37622793,0.0206441370,364.26618829
8.20733333,9.20190895,9.35960216,0.0205786883,363.08740312
8.21126667,9.18584509,9.34298038,0.0205132307,361.90861859
8.21520000,9.16978526,9.32636262,0.0204477645,360.72983471
8.21913333,9.15372947,9.30974891,0.0203822894,359.55105149
8.22306667,9.13767776,9.29313928,0.0203168056,358.37226894
8.22700000,9.12163015,9.27653375,0.0202513130,357.19348706
8.23093333,9.10558668,9.25993237,0.0201858117,356.01470585
8.23486667,9.08954738,9.24333515,0.0201203016,354.83592534
8.23880000,9.07351227,9.22674214,0.0200547827,353.65714551
8.24273333,9.05748139,9.21015335,0.0199892551,352.47836638
8.24666667,9.04145475,9.19356882,0.0199237187,351.29958796
8.25060000,9.02543241,9.17698864,0.0198581735,350.12081026
8.25453333,9.00941437,9.16041282,0.0197926195,348.94203327
8.25846667,8.99340068,9.14384136,0.0197270568,347.76325701
8.26240000,8.97739137,9.12727429,0.0196614853,346.58448148
8.26633333,8.96138646,9.11071163,0.0195959050,345.40570670
8.27026667,8.94538599,9.09415342,0.0195303159,344.22693267
8.27420000,8.92938998,9.07759969,0.0194647180,343.04815940
8.27813333,8.91339848,9.06105048,0.0193991114,341.86938689
8.28206667,8.89741151,9.04450581,0.0193334959,340.69061516
8.28600000,8.88142910,9.02796573,0.0192678717,339.51184420
8.28993333,8.86545128,9.01143025,0.0192022387,338.33307404
8.29386667,8.84947810,8.99489943,0.0191365969,337.15430468
8.29780000,8.83350957,8.97837336,0.0190709463,335.97553612
8.30173333,8.81754574,8.96185203,0.0190052868,334.79676838
8.30566667,8.80158663,8.94533544,0.0189396186,333.61800146
8.30960000,8.78563229,8.92882364,0.0188739416,332.43923538
8.31353333,8.76968273,8.91231666,0.0188082558,331.26047014
8.31746667,8.75373801,8.89581454,0.0187425612,330.08170574
8.32140000,8.73779814,8.87931730,0.0186768578,328.90294221
8.32533333,8.72186318,8.86282498,0.0186111456,327.72417955
8.32926667,8.70593314,8.84633762,0.0185454246,326.54541776
8.33320000,8.69000806,8.82985526,0.0184796947,325.36665686
8.33713333,8.67408799,8.81337793,0.0184139561,324.18789686
8.34106667,8.65817295,8.79690576,0.0183482086,323.00913777
8.34500000,8.64226298,8.78043870,0.0182824523,321.83037960
8.34893333,8.62635812,8.76397679,0.0182166872,320.65162235
8.35286667,8.61045840,8.74752006,0.0181509133,319.47286604
8.35680000,8.59456387,8.73106855,0.0180851306,318.29411068
8.36073333,8.57867454,8.71462228,0.0180193390,317.11535628
8.36466667,8.56279047,8.69818132,0.0179535386,315.93660284
8.36860000,8.54691169,8.68174568,0.0178877294,314.75785039
8.37253333,8.53103823,8.66531542,0.0178219113,313.57909893
8.37646667,8.51517014,8.64889056,0.0177560845,312.40034847
8.38040000,8.49930746,8.63247124,0.0176902488,311.22159903
8.38433333,8.48345021,8.61605742,0.0176244042,310.04285061
8.38826667,8.46759844,8.59964914,0.0175585508,308.86410323
8.39220000,8.45175219,8.58324642,0.0174926886,307.68535690
8.39613333,8.43591150,8.56684932,0.0174268176,306.50661163
8.40006667,8.42007640,8.55045786,0.0173609377,305.32786743
8.40400000,8.40424694,8.53407209,0.0172950489,304.14912432
8.40793333,8.38842316,8.51769206,0.0172291514,302.97038231
8.41186667,8.37260509,8.50131780,0.0171632449,301.79164141
8.41580000,8.35679278,8.48494940,0.0170973297,300.61290164
8.41973333,8.34098627,8.46858692,0.0170314055,299.43416300
8.42366667,8.32518559,8.45223034,0.0169654726,298.25542552
8.42760000,8.30939080,8.43587971,0.0168995307,297.07668920
8.43153333,8.29360193,8.41953507,0.0168335800,295.89795406
8.43546667,8.27781902,8.40319646,0.0167676205,294.71922011
8.43940000,8.26204211,8.38686392,0.0167016521,293.54048737
8.44333333,8.24627126,8.37053750,0.0166356748,292.36175585
8.44726667,8.23050650,8.35421725,0.0165696887,291.18302558
8.45120000,8.21474787,8.33790327,0.0165036937,290.00429655
8.45513333,8.19899542,8.32159559,0.0164376899,288.82556879
8.45906667,8.18324920,8.30529421,0.0163716772,287.64684231
8.46300000,8.16750924,8.28899918,0.0163056556,286.46811714
8.46693333,8.15177559,8.27271054,0.0162396251,285.28939328
8.47086667,8.13604830,8.25642834,0.0161735858,284.11067075
8.47480000,8.12032741,8.24015263,0.0161075376,282.93194956
8.47873333,8.10461297,8.22388345,0.0160414805,281.75322975
8.48266667,8.08890502,8.20762090,0.0159754145,280.57451131
8.48660000,8.07320362,8.19136504,0.0159093397,279.39579428
8.49053333,8.05750879,8.17511586,0.0158432559,278.21707866
8.49446667,8.04182060,8.15887341,0.0157771633,277.03836448
8.49840000,8.02613910,8.14263774,0.0157110618,275.85965176
8.50233333,8.01046432,8.12640890,0.0156449514,274.68094050
8.50626667,7.99479631,8.11018693,0.0155788322,273.50223074
8.51020000,7.97913514,8.09397188,0.0155127040,272.32352249
8.51413333,7.96348083,8.07776390,0.0154465670,271.14481577
8.51806667,7.94783345,8.06156298,0.0153804210,269.96611060
8.52200000,7.93219304,8.04536914,0.0153142662,268.78740700
8.52593333,7.91655965,8.02918243,0.0152481024,267.60870500
8.52986667,7.90093334,8.01300291,0.0151819298,266.43000461
8.53380000,7.88531415,7.99683063,0.0151157482,265.25130585
8.53773333,7.86970213,7.98066564,0.0150495578,264.07260875
8.54166667,7.85409734,7.96450805,0.0149833584,262.89391333
8.54560000,7.83849983,7.94835792,0.0149171502,261.71521961
8.54953333,7.82290965,7.93221524,0.0148509330,260.53652762
8.55346667,7.80732685,7.91608007,0.0147847069,259.35783737
8.55740000,7.79175148,7.89995246,0.0147184719,258.17914890
8.56133333,7.77618361,7.88383247,0.0146522280,257.00046222
8.56526667,7.76062328,7.86772016,0.0145859752,255.82177736
8.56920000,7.74507054,7.85161567,0.0145197134,254.64309436
8.57313333,7.72952546,7.83551900,0.0144534428,253.46441322
8.57706667,7.71398809,7.81943018,0.0143871632,252.28573398
8.58100000,7.69845847,7.80334926,0.0143208747,251.10705667
8.58493333,7.68293668,7.78727631,0.0142545772,249.92838131
8.58886667,7.66742276,7.77121138,0.0141882709,248.74970793
8.59280000,7.65191678,7.75515458,0.0141219556,247.57103656
